PAIS,categoria,tasa_part,tasa_seg,tasa_reg,tasa_temp,variable_interes
Argentina,Primaria,0.1747327813506299,0.5462839617144811,0.5462839617144811,0.1934178149411382,EDUC
Argentina,Secundaria,0.12169051427216533,0.33108442762686996,0.33108442762686996,0.11042437925256987,EDUC
Argentina,Terciaria,0.09159031248527386,0.1464364701240859,0.1464364701240859,0.06310451844342341,EDUC
Austria,Primaria,0.05141748812812036,NA,NA,0.007676354549119731,EDUC
Austria,Secundaria,0.027252586774178002,NA,NA,0.006575362193343735,EDUC
Austria,Terciaria,0.02742737335515603,NA,NA,0.020416870954660386,EDUC
Bolivia,Primaria,0.039858986437888363,0.7390912151386807,0.775131659774023,0.14184303932927816,EDUC
Bolivia,Secundaria,0.03628109292434766,0.6348132832260855,0.6823601971941472,0.16689916230431245,EDUC
Bolivia,Terciaria,0.05183326108339128,0.24789100202949116,0.2876849930380066,0.24082997382524454,EDUC
Brasil,Primaria,0.0909368396228963,0.39420255542031285,0.3848315346169032,NA,EDUC
Brasil,Secundaria,0.044518986404556767,0.1861509862712687,0.20195841925546268,NA,EDUC
Brasil,Terciaria,0.03668998309987939,0.06362018994190674,0.15527786807079066,NA,EDUC
Bulgaria,Primaria,0.03615256623399167,NA,NA,0.12787749192869938,EDUC
Bulgaria,Secundaria,0.006788930184821584,NA,NA,0.017192526877514682,EDUC
Bulgaria,Terciaria,0.0024995153026688153,NA,NA,0.007145314428293992,EDUC
Chile,Primaria,0.06665667601131905,0.3208642952606159,0.2612112751138392,0.34994306606706105,EDUC
Chile,Secundaria,0.05749497907979476,0.18108297011171853,0.15221670091538383,0.25663957597301057,EDUC
Chile,Terciaria,0.05551774403513326,0.12515864158383205,0.07688928761425548,0.2564026201654438,EDUC
China,Primaria,NA,0.6850934755002851,0.6002440453123162,0.848534070028732,EDUC
China,Secundaria,NA,0.4302064535646758,0.30495964287307825,0.5744372846622118,EDUC
China,Terciaria,NA,0.0996445188338629,0.03393683066192675,0.1958859837007056,EDUC
Colombia,Primaria,0.06219377314039459,0.5802952035907942,0.6084133326156971,0.3011056023781011,EDUC
Colombia,Secundaria,0.03852274550114354,0.3368912945918171,0.34150236304246806,0.3158378088198038,EDUC
Colombia,Terciaria,0.020814342937802835,0.14405563531566826,0.1284571333689443,0.2599088358787473,EDUC
Costa Rica,Primaria,0.11434042018524457,0.37955345762083614,0.37955345762083614,0.056882347756455336,EDUC
Costa Rica,Secundaria,0.08055694792536898,0.20517305031716257,0.20517305031716257,0.04469692750394505,EDUC
Costa Rica,Terciaria,0.04595521975835709,0.07319432376286088,0.07319432376286088,0.017603606387012513,EDUC
Dinamarca,Primaria,0.03257459478478306,NA,NA,0.07538571132531793,EDUC
Dinamarca,Secundaria,0.0330877281001989,NA,NA,0.027409176977107295,EDUC
Dinamarca,Terciaria,0.025166044611483692,NA,NA,0.04113086518242877,EDUC
Ecuador,Primaria,0.36356079886630094,0.9234291666176181,NA,NA,EDUC
Ecuador,Secundaria,0.3323423297378139,0.8792428188765432,NA,NA,EDUC
Ecuador,Terciaria,0.3377596593906214,0.5549039483272483,NA,NA,EDUC
El Salvador,Primaria,0.36608190530657525,0.6006014898591633,0.719996162255579,0.7477565418939853,EDUC
El Salvador,Secundaria,0.24088305380958006,0.26664189184803117,0.35832389987753666,0.4115819291707465,EDUC
El Salvador,Terciaria,0.09783484706670603,0.3387124948969474,0.15896983206511722,0.2152517965410169,EDUC
España,Primaria,0.12510358392480603,NA,NA,0.2674708847627043,EDUC
España,Secundaria,0.09219743144062884,NA,NA,0.20726850782786813,EDUC
España,Terciaria,0.06420236517200034,NA,NA,0.15883084986648346,EDUC
Estados Unidos,Primaria,0.1468441529250927,NA,NA,NA,EDUC
Estados Unidos,Secundaria,0.0923416222452591,NA,NA,NA,EDUC
Estados Unidos,Terciaria,0.05218601837772906,NA,NA,NA,EDUC
Francia,Primaria,0.1372373340545772,NA,NA,0.11947635393331181,EDUC
Francia,Secundaria,0.07447332052742275,NA,NA,0.08937812005394398,EDUC
Francia,Terciaria,0.03783820103550066,NA,NA,0.06814359336420409,EDUC
Grecia,Primaria,0.12364135481974463,NA,NA,0.14684558874692272,EDUC
Grecia,Secundaria,0.09464250128079661,NA,NA,0.0779373361248972,EDUC
Grecia,Terciaria,0.05310613047909363,NA,NA,0.061078972926692995,EDUC
Guatemala,Primaria,0.04182514096032535,0.8176066296231365,0.8149055243010247,0.14516549830985276,EDUC
Guatemala,Secundaria,0.009258358995566127,0.47409837568999313,0.4662619301254162,0.085676489001281525,EDUC
Guatemala,Terciaria,0.0067133357536716225,0.24477067294713423,0.17341258389730319,0.111504654004471,EDUC
Italia,Primaria,0.16957911056065345,NA,NA,0.1601141036975643,EDUC
Italia,Secundaria,0.13100243769238065,NA,NA,0.12591872656379358,EDUC
Italia,Terciaria,0.08442164052407351,NA,NA,0.12561703331843313,EDUC
México,Primaria,0.0349548919698803,0.7497406929557973,0.7193145247353638,0.7723118561804213,EDUC
México,Secundaria,0.01922417862942097,0.5362012332939797,0.47614661526460195,0.5637927360190732,EDUC
México,Terciaria,0.012511224284832385,0.35546369962784313,0.24317348227354066,0.37529334947285614,EDUC
Noruega,Primaria,0.05080417014301169,NA,NA,0.03593908324264723,EDUC
Noruega,Secundaria,0.04395537599891216,NA,NA,0.03345505412085361,EDUC
Noruega,Terciaria,0.02010341639836657,NA,NA,0.046256398351546185,EDUC
Paraguay,Primaria,0.09588918232099257,0.8430913348946136,0.7464517513008166,0.08704371641947409,EDUC
Paraguay,Secundaria,0.06688323672554274,0.6569677229726035,0.5735033767156997,0.12167455022693717,EDUC
Paraguay,Terciaria,0.12973746306560655,0.3525848442826302,0.18557807512315058,0.18266684930461757,EDUC
Países Bajos,Primaria,0.037904603685431165,NA,NA,0.05768704076542817,EDUC
Países Bajos,Secundaria,0.03952569230818685,NA,NA,0.06183707884115726,EDUC
Países Bajos,Terciaria,0.025650365556737786,NA,NA,0.05295766754368158,EDUC
Peru,Primaria,0.0761066505097501,0.685450578522892,0.7547440927849695,0.16146168001346659,EDUC
Peru,Secundaria,0.05991431209761329,0.4665999044267844,0.4938966114380668,0.32990942179571475,EDUC
Peru,Terciaria,0.058658060232250085,0.16657113471787355,0.13629043207489272,0.46107546829974283,EDUC
Polonia,Primaria,0.02348341479629756,NA,NA,0.2732313866251986,EDUC
Polonia,Secundaria,0.012997584819649194,NA,NA,0.14816661305211007,EDUC
Polonia,Terciaria,0.006636547007301228,NA,NA,0.0760181988962472,EDUC
Portugal,Primaria,0.04230331206946657,NA,NA,0.15997779288371874,EDUC
Portugal,Secundaria,0.0314526695905478,NA,NA,0.21013900083830214,EDUC
Portugal,Terciaria,0.026800457524827556,NA,NA,0.1754161076609382,EDUC
Reino Unido,Primaria,0.05154420797187081,NA,NA,0.015086465821544676,EDUC
Reino Unido,Secundaria,0.0348577280580186,NA,NA,0.01384201574519257,EDUC
Reino Unido,Terciaria,0.014637155371265557,NA,NA,0.013555122380085492,EDUC
Rumanía,Primaria,0.01697040688552496,NA,NA,0.03306172834027199,EDUC
Rumanía,Secundaria,0.0025863296622250084,NA,NA,0.007606997726085247,EDUC
Rumanía,Terciaria,3.615777605867454e-4,NA,NA,0.0011754133247814638,EDUC
Suecia,Primaria,0.09475049630332896,NA,NA,0.15266670768973753,EDUC
Suecia,Secundaria,0.05945639271254334,NA,NA,0.0754918903905507,EDUC
Suecia,Terciaria,0.026446174858902945,NA,NA,0.06042783119109147,EDUC
Uruguay,Primaria,0.07297716785303579,0.11456249007463871,NA,NA,EDUC
Uruguay,Terciaria,0,0.375,NA,NA,EDUC
Alemania,Grande,0.01753546132872263,NA,NA,0.019586225604923166,TAMA
Alemania,Mediano,0.039981076096227794,NA,NA,0.018965652910097244,TAMA
Alemania,Pequeño,0.05556692847878608,NA,NA,0.015169486427199105,TAMA
Argentina,Grande,0.06793113071749013,0.09784848686579392,0.09784848686579392,0.06741903279950222,TAMA
Argentina,Mediano,0.08659084404926472,0.20245164864349882,0.20245164864349882,0.0908457930156479,TAMA
Argentina,Pequeño,0.16898403055468764,0.6180656090300491,0.6180656090300491,0.20991416358710427,TAMA
Austria,Grande,0.016211521871186855,NA,NA,0.008426100594546848,TAMA
Austria,Mediano,0.03174858052893625,NA,NA,0.010207564987776013,TAMA
Austria,Pequeño,0.05665682535235299,NA,NA,0.008825752308834301,TAMA
Bolivia,Grande,0.014898726961898489,0.051588911364878955,0.0515084547478411,0.35719349054167815,TAMA
Bolivia,Mediano,0.0429029889328136,0.16918551293710732,0.19780599786315528,0.28457592204955134,TAMA
Bolivia,Pequeño,0.05108625583361619,0.7634688914183264,0.8677173806123268,0.08472018188039789,TAMA
Brasil,Grande,0.016945505244552062,0.05512219763951589,0.08186885509636316,NA,TAMA
Brasil,Mediano,0.029737803860900913,0.1404973473249228,0.1815173849371456,NA,TAMA
Brasil,Pequeño,0.08564461523720025,0.45419707972246254,0.5099532551313078,NA,TAMA
Bulgaria,Grande,0.0028528207183337664,NA,NA,0.012072984167106761,TAMA
Bulgaria,Mediano,0.003753996108338246,NA,NA,0.017725202581385303,TAMA
Bulgaria,Pequeño,0.024667753560376086,NA,NA,0.04760057557825245,TAMA
Chile,Grande,0.04025972696620216,0.07418342319240315,0.030197212933150242,0.2755099229737585,TAMA
Chile,Mediano,0.045240627920781304,0.1532790678320684,0.12081890224142956,0.26859834642383357,TAMA
Chile,Pequeño,0.10918901674811131,0.45503156322706984,0.40742568917279937,0.28058026851740275,TAMA
China,Grande,NA,0.1888730333524681,0.09470865331517395,0.3233037097010221,TAMA
China,Mediano,NA,0.4487033360629947,0.32960050520076434,0.6242726783909258,TAMA
China,Pequeño,NA,0.7659890337640134,0.6565013562205511,0.8435683744524011,TAMA
Colombia,Grande,0.007383434851470008,0.04278511130233714,0.02663847829217339,0.27479809761442553,TAMA
Colombia,Mediano,0.02065925854625579,0.21657782034379053,0.21172361020633332,0.32480465802988473,TAMA
Colombia,Pequeño,0.0829869713422502,0.7177845819906606,0.7460221488349884,0.27643537735207446,TAMA
Costa Rica,Grande,0.019692979463737464,0.02650755037908882,0.02650755037908882,0.013519819881285393,TAMA
Costa Rica,Mediano,0.053033498204312204,0.10832381907617453,0.10832381907617453,0.035157564680972524,TAMA
Costa Rica,Pequeño,0.1810459304704503,0.5849327532047698,0.5849327532047698,0.07426392511352711,TAMA
Dinamarca,Grande,0.020674591394077565,NA,NA,0.03586486046273094,TAMA
Dinamarca,Mediano,0.04007095749451217,NA,NA,0.04417382106186678,TAMA
Dinamarca,Pequeño,0.03229563169659711,NA,NA,0.032016075894605485,TAMA
Ecuador,Grande,0.2574986720157386,0.31527696990785237,NA,NA,TAMA
Ecuador,Mediano,0.33285588467995264,0.7692348616854846,NA,NA,TAMA
Ecuador,Pequeño,0.3594634323289969,0.9392288704054271,NA,NA,TAMA
El Salvador,Grande,0.10816863593805005,0.09850508628320893,0.1526731222237225,0.24753421718898225,TAMA
El Salvador,Mediano,0.259676981841743,0.33890274045260615,0.5121216694677427,0.5639407249495437,TAMA
El Salvador,Pequeño,0.37782567537658107,0.816481404174831,0.9155720591650566,0.9253155705411031,TAMA
España,Grande,0.03888175186212825,NA,NA,0.16043250134337977,TAMA
España,Mediano,0.06980642178742169,NA,NA,0.18604592880203039,TAMA
España,Pequeño,0.1708676522591342,NA,NA,0.23049978139140798,TAMA
Estados Unidos,Grande,0.07171809908096298,NA,NA,NA,TAMA
Estados Unidos,Mediano,0.09930585761740457,NA,NA,NA,TAMA
Estados Unidos,Pequeño,0.12005403259228148,NA,NA,NA,TAMA
Francia,Grande,0.04741915883428119,NA,NA,0.09126219334833915,TAMA
Francia,Mediano,0.07746930586031724,NA,NA,0.08319459891136596,TAMA
