PAIS,categoria1,categoria2,casos_pond,variable_interes,particip.ocup,categoria
Alemania,Mujer,Priv,17939897.59,SEXO-SECTOR,0.42505286018878424,Mujer-Priv
Alemania,Mujer,Pub,1446008.5375,SEXO-SECTOR,0.034260511334489506,Mujer-Pub
Alemania,Mujer,SD,210778.485,SEXO-SECTOR,0.0049940083250781114,Mujer-SD
Alemania,Mujer,Primaria,2405773.265,SEXO-EDUC,0.05709049489584228,Mujer-Primaria
Alemania,Mujer,Secundaria,12026424.8375,SEXO-EDUC,0.2853945364633207,Mujer-Secundaria
Alemania,Mujer,Terciaria,5130808.2725,SEXO-EDUC,0.12175726937954255,Mujer-Terciaria
Alemania,Mujer,Pequeño,4220259.915,SEXO-TAMA,0.10903294153265337,Mujer-Pequeño
Alemania,Mujer,Mediano,5664851.335,SEXO-TAMA,0.14635482573120817,Mujer-Mediano
Alemania,Mujer,Grande,8286159.5875,SEXO-TAMA,0.21407789378634104,Mujer-Grande
Alemania,Mujer,Baja,1949884.7975,SEXO-CALIF,0.04645935911078432,Mujer-Baja
Alemania,Mujer,Media,8296610.4075,SEXO-CALIF,0.19768101316473444,Mujer-Media
Alemania,Mujer,Alta,9306259.1875,SEXO-CALIF,0.22173763194853482,Mujer-Alta
Alemania,Varon,Priv,21154358.1325,SEXO-SECTOR,0.5012135874559913,Varon-Priv
Alemania,Varon,Pub,1442921.9,SEXO-SECTOR,0.03418737913899289,Varon-Pub
Alemania,Varon,SD,12309.61,SEXO-SECTOR,2.9165355666383494e-4,Varon-SD
Alemania,Varon,Primaria,2839487.7175,SEXO-EDUC,0.06738280843051125,Varon-Primaria
Alemania,Varon,Secundaria,12662066.7675,SEXO-EDUC,0.30047871454784536,Varon-Secundaria
Alemania,Varon,Terciaria,7075085.4925,SEXO-EDUC,0.16789617628293788,Varon-Terciaria
Alemania,Varon,Pequeño,3536298.155,SEXO-TAMA,0.09136237998178957,Varon-Pequeño
Alemania,Varon,Mediano,5434191.415,SEXO-TAMA,0.140395588604154,Varon-Mediano
Alemania,Varon,Grande,11564522.81,SEXO-TAMA,0.29877637036385385,Varon-Grande
Alemania,Varon,Baja,1343728.8225,SEXO-CALIF,0.032016650415491454,Varon-Baja
Alemania,Varon,Media,11376151.3325,SEXO-CALIF,0.27105637252666714,Varon-Media
Alemania,Varon,Alta,9697053.2575,SEXO-CALIF,0.2310489728337878,Varon-Alta
Alemania,Priv,Primaria,5030270.5325,SECTOR-EDUC,0.11937144631973333,Priv-Primaria
Alemania,Priv,Secundaria,22940755.375,SECTOR-EDUC,0.54439838396126,Priv-Secundaria
Alemania,Priv,Terciaria,11059917.87,SECTOR-EDUC,0.2624587253885165,Priv-Terciaria
Alemania,Priv,Pequeño,7463985.0975,SECTOR-TAMA,0.19283652360930797,Priv-Pequeño
Alemania,Priv,Mediano,10669637.7925,SECTOR-TAMA,0.27565648017777156,Priv-Mediano
Alemania,Priv,Grande,17705930.3475,SECTOR-TAMA,0.4574433108962201,Priv-Grande
Alemania,Priv,Baja,3051092.925,SECTOR-CALIF,0.07269753683124877,Priv-Baja
Alemania,Priv,Media,18906561.575,SECTOR-CALIF,0.4504813488926547,Priv-Media
Alemania,Priv,Alta,17082341.135,SECTOR-CALIF,0.4070161592425503,Priv-Alta
Alemania,Pub,Primaria,152863.905,SECTOR-EDUC,0.0036275554787832506,Pub-Primaria
Alemania,Pub,Secundaria,1608069.24,SECTOR-EDUC,0.03816048256666489,Pub-Secundaria
Alemania,Pub,Terciaria,1125727.2875,SECTOR-EDUC,0.02671420823239098,Pub-Terciaria
Alemania,Pub,Pequeño,102058.1675,SECTOR-TAMA,0.0026367338585963,Pub-Pequeño
Alemania,Pub,Mediano,422900.565,SECTOR-TAMA,0.010925889283236498,Pub-Mediano
Alemania,Pub,Grande,2141421.885,SECTOR-TAMA,0.0553249164474623,Pub-Grande
Alemania,Pub,Baja,107539.065,SECTOR-CALIF,0.002562303191285318,Pub-Baja
Alemania,Pub,Media,690302.4125,SECTOR-CALIF,0.016447642300969456,Pub-Media
Alemania,Pub,Alta,1908894.13,SECTOR-CALIF,0.045482685953470124,Pub-Alta
Alemania,SD,Primaria,62126.545,SECTOR-EDUC,0.0014743015278369618,SD-Primaria
Alemania,SD,Secundaria,139666.99,SECTOR-EDUC,0.003314384483241256,SD-Secundaria
Alemania,SD,Terciaria,20248.6075,SECTOR-EDUC,4.805120415729051e-4,SD-Terciaria
Alemania,SD,Pequeño,190514.805,SECTOR-TAMA,0.004922064046538673,SD-Pequeño
Alemania,SD,Mediano,6504.3925,SECTOR-TAMA,1.6804487435412592e-4,SD-Mediano
Alemania,SD,Grande,3330.165,SECTOR-TAMA,8.603680651244643e-5,SD-Grande
Alemania,SD,Baja,134981.63,SECTOR-CALIF,0.003216169503741678,SD-Baja
Alemania,SD,Media,75897.7525,SECTOR-CALIF,0.0018083944977774658,SD-Media
Alemania,SD,Alta,12077.18,SECTOR-CALIF,2.8775958630221696e-4,SD-Alta
Alemania,Primaria,Pequeño,1094817.425,EDUC-TAMA,0.02832534859120098,Primaria-Pequeño
Alemania,Primaria,Mediano,1591907.785,EDUC-TAMA,0.0411861758001994,Primaria-Mediano
Alemania,Primaria,Grande,2097674.805,EDUC-TAMA,0.05427148739672694,Primaria-Grande
Alemania,Primaria,Baja,1367863.485,EDUC-CALIF,0.03264142072836119,Primaria-Baja
Alemania,Primaria,Media,3107908.3775,EDUC-CALIF,0.07416423206528967,Primaria-Media
Alemania,Primaria,Alta,729674.775,EDUC-CALIF,0.017412279505105207,Primaria-Alta
Alemania,Secundaria,Pequeño,4885614.67,EDUC-TAMA,0.12640165880629398,Secundaria-Pequeño
Alemania,Secundaria,Mediano,6772207.3275,EDUC-TAMA,0.1752119841199304,Secundaria-Mediano
Alemania,Secundaria,Grande,11240510.595,EDUC-TAMA,0.2908168738239282,Secundaria-Grande
Alemania,Secundaria,Baja,1725816.63,EDUC-CALIF,0.041183281327107316,Secundaria-Baja
Alemania,Secundaria,Media,14516829.2625,EDUC-CALIF,0.3464160983864904,Secundaria-Media
Alemania,Secundaria,Alta,8308252.165,EDUC-CALIF,0.19826039470238704,Secundaria-Alta
Alemania,Terciaria,Pequeño,1763224.7475,EDUC-TAMA,0.045618524584197066,Terciaria-Pequeño
Alemania,Terciaria,Mediano,2716520.3425,EDUC-TAMA,0.07028239037792185,Terciaria-Mediano
Alemania,Terciaria,Grande,6489029.855,EDUC-TAMA,0.16788555649960116,Terciaria-Grande
Alemania,Terciaria,Baja,189821.1,EDUC-CALIF,0.004529714007403539,Terciaria-Baja
Alemania,Terciaria,Media,2013657.5025,EDUC-CALIF,0.04805204792927381,Terciaria-Media
Alemania,Terciaria,Alta,9945934.9225,EDUC-CALIF,0.2373405313485818,Terciaria-Alta
Alemania,Pequeño,Baja,743160.075,TAMA-CALIF,0.019233105097287134,Pequeño-Baja
Alemania,Pequeño,Media,4054525.3475,TAMA-CALIF,0.10493178354351468,Pequeño-Media
Alemania,Pequeño,Alta,2951253.57,TAMA-CALIF,0.07637892829556787,Pequeño-Alta
Alemania,Mediano,Baja,972794.2575,TAMA-CALIF,0.02517607554810436,Mediano-Baja
Alemania,Mediano,Media,5670349.3075,TAMA-CALIF,0.1467495736628166,Mediano-Media
Alemania,Mediano,Alta,4441175.0225,TAMA-CALIF,0.11493834079177229,Mediano-Alta
Alemania,Grande,Baja,1347663.0575,TAMA-CALIF,0.034877741811720465,Grande-Baja
Alemania,Grande,Media,8635703.965,TAMA-CALIF,0.2234934404245333,Grande-Media
Alemania,Grande,Alta,9823005.9325,TAMA-CALIF,0.25422101082468335,Grande-Alta
Argentina,Mujer,Priv,20948919,SEXO-SECTOR,0.43467599052934275,Mujer-Priv
Argentina,Mujer,Pub,25989,SEXO-SECTOR,5.392542840929925e-4,Mujer-Pub
Argentina,Mujer,SD,8037,SEXO-SECTOR,1.6676234873428685e-4,Mujer-SD
Argentina,Mujer,Primaria,5439799,SEXO-EDUC,0.11287217343317467,Mujer-Primaria
Argentina,Mujer,Secundaria,8827441,SEXO-EDUC,0.18316346826842625,Mujer-Secundaria
Argentina,Mujer,Terciaria,6715705,SEXO-EDUC,0.1393463654605691,Mujer-Terciaria
Argentina,Mujer,Pequeño,8232597,SEXO-TAMA,0.20567418215714986,Mujer-Pequeño
Argentina,Mujer,Mediano,2568072,SEXO-TAMA,0.06415789675125312,Mujer-Mediano
Argentina,Mujer,Grande,5104924,SEXO-TAMA,0.12753582723342416,Mujer-Grande
Argentina,Mujer,Baja,4172628,SEXO-CALIF,0.0920502503723095,Mujer-Baja
Argentina,Mujer,Media,9738205,SEXO-CALIF,0.2148296489471087,Mujer-Media
Argentina,Mujer,Alta,5846382,SEXO-CALIF,0.1289740966297891,Mujer-Alta
Argentina,Varon,Priv,27090954,SEXO-SECTOR,0.5621190890248255,Varon-Priv
Argentina,Varon,Pub,16553,SEXO-SECTOR,3.4346362555663185e-4,Varon-Pub
Argentina,Varon,SD,103880,SEXO-SECTOR,0.002155440187447769,Varon-SD
Argentina,Varon,Primaria,10493149,SEXO-EDUC,0.21772578982939322,Varon-Primaria
Argentina,Varon,Secundaria,11611352,SEXO-EDUC,0.2409277505910861,Varon-Secundaria
Argentina,Varon,Terciaria,5106886,SEXO-EDUC,0.10596445241735065,Varon-Terciaria
Argentina,Varon,Pequeño,13782097,SEXO-TAMA,0.3443168090075961,Varon-Pequeño
Argentina,Varon,Mediano,3040813,SEXO-TAMA,0.07596833986503036,Varon-Mediano
Argentina,Varon,Grande,7298869,SEXO-TAMA,0.18234694498554638,Varon-Grande
Argentina,Varon,Baja,3426897,SEXO-CALIF,0.07559905336639555,Varon-Baja
Argentina,Varon,Media,16066396,SEXO-CALIF,0.35443269191039123,Varon-Media
Argentina,Varon,Alta,6079385,SEXO-CALIF,0.13411425877400593,Varon-Alta
Argentina,Priv,Primaria,15890153,SECTOR-EDUC,0.3297099957729469,Priv-Primaria
Argentina,Priv,Secundaria,20351269,SECTOR-EDUC,0.4222751546800151,Priv-Secundaria
Argentina,Priv,Terciaria,11798451,SECTOR-EDUC,0.24480992910120633,Priv-Terciaria
Argentina,Priv,Pequeño,21905481,SECTOR-TAMA,0.547262533248498,Priv-Pequeño
Argentina,Priv,Mediano,5597761,SECTOR-TAMA,0.1398483267899776,Priv-Mediano
Argentina,Priv,Grande,12391779,SECTOR-TAMA,0.3095826276079279,Priv-Grande
Argentina,Priv,Baja,7574923,SECTOR-CALIF,0.16710657137443496,Priv-Baja
Argentina,Priv,Media,25727048,SECTOR-CALIF,0.5675514830798299,Priv-Media
Argentina,Priv,Alta,11883078,SECTOR-CALIF,0.2621466148177319,Priv-Alta
Argentina,Pub,Primaria,10149,SECTOR-EDUC,2.105849293647228e-4,Pub-Primaria
Argentina,Pub,Secundaria,21991,SECTOR-EDUC,4.562984709488244e-4,Pub-Secundaria
Argentina,Pub,Terciaria,10402,SECTOR-EDUC,2.1583450933607712e-4,Pub-Terciaria
Argentina,Pub,Pequeño,28644,SECTOR-TAMA,7.15610307866327e-4,Pub-Pequeño
Argentina,Pub,Mediano,3566,SECTOR-TAMA,8.908903637241036e-5,Pub-Mediano
Argentina,Pub,Grande,4493,SECTOR-TAMA,1.1224818856456526e-4,Pub-Grande
Argentina,Pub,Baja,8794,SECTOR-CALIF,1.9400001672185724e-4,Pub-Baja
Argentina,Pub,Media,22259,SECTOR-CALIF,4.910446181728247e-4,Pub-Media
Argentina,Pub,Alta,9627,SECTOR-CALIF,2.1237641130103705e-4,Pub-Alta
Argentina,SD,Primaria,32646,SECTOR-EDUC,6.773825602562559e-4,SD-Primaria
Argentina,SD,Secundaria,65533,SECTOR-EDUC,0.0013597657085484658,SD-Secundaria
Argentina,SD,Terciaria,13738,SECTOR-EDUC,2.850542673773339e-4,SD-Terciaria
Argentina,SD,Pequeño,80569,SECTOR-TAMA,0.0020128476083815846,SD-Pequeño
Argentina,SD,Mediano,7558,SECTOR-TAMA,1.8882078993344854e-4,SD-Mediano
Argentina,SD,Grande,7521,SECTOR-TAMA,1.8789642247809825e-4,SD-Grande
Argentina,SD,Baja,15808,SECTOR-CALIF,3.487323475482283e-4,SD-Baja
Argentina,SD,Media,55294,SECTOR-CALIF,0.0012198131594971999,SD-Media
Argentina,SD,Alta,33062,SECTOR-CALIF,7.293641747621156e-4,SD-Alta
Argentina,Primaria,Pequeño,8808036,EDUC-TAMA,0.22005031956632076,Primaria-Pequeño
Argentina,Primaria,Mediano,1280196,EDUC-TAMA,0.03198301402350372,Primaria-Mediano
Argentina,Primaria,Grande,2145846,EDUC-TAMA,0.05360946504307103,Primaria-Grande
Argentina,Primaria,Baja,4725807,EDUC-CALIF,0.10425365442623039,Primaria-Baja
Argentina,Primaria,Media,10026045,EDUC-CALIF,0.22117954260337655,Primaria-Media
Argentina,Primaria,Alta,931280,EDUC-CALIF,0.02054450029255529,Primaria-Alta
Argentina,Secundaria,Pequeño,9256425,EDUC-TAMA,0.2312523789970523,Secundaria-Pequeño
Argentina,Secundaria,Mediano,2435490,EDUC-TAMA,0.060845613346786794,Secundaria-Mediano
Argentina,Secundaria,Grande,5407183,EDUC-TAMA,0.135087134873606,Secundaria-Grande
Argentina,Secundaria,Baja,2673482,EDUC-CALIF,0.05897834349620018,Secundaria-Baja
Argentina,Secundaria,Media,12826693,EDUC-CALIF,0.2829632313493438,Secundaria-Media
Argentina,Secundaria,Alta,3964655,EDUC-CALIF,0.08746226248537582,Secundaria-Alta
Argentina,Terciaria,Pequeño,3950233,EDUC-TAMA,0.09868829260137288,Terciaria-Pequeño
Argentina,Terciaria,Mediano,1893199,EDUC-TAMA,0.047297609245992966,Terciaria-Mediano
Argentina,Terciaria,Grande,4850764,EDUC-TAMA,0.12118617230229355,Terciaria-Grande
Argentina,Terciaria,Baja,200236,EDUC-CALIF,0.004417305816274484,Terciaria-Baja
Argentina,Terciaria,Media,2951863,EDUC-CALIF,0.06511956690477959,Terciaria-Media
Argentina,Terciaria,Alta,7029832,EDUC-CALIF,0.1550815926258639,Terciaria-Alta
Argentina,Pequeño,Baja,2580090,TAMA-CALIF,0.06883184534568094,Pequeño-Baja
Argentina,Pequeño,Media,13845756,TAMA-CALIF,0.3693781750582476,Pequeño-Media
Argentina,Pequeño,Alta,4337614,TAMA-CALIF,0.11571920980169703,Pequeño-Alta
Argentina,Mediano,Baja,668546,TAMA-CALIF,0.017835523132322367,Mediano-Baja
Argentina,Mediano,Media,2696338,TAMA-CALIF,0.07193311869573646,Mediano-Media
Argentina,Mediano,Alta,1960890,TAMA-CALIF,0.05231277870922809,Mediano-Alta
Argentina,Grande,Baja,992466,TAMA-CALIF,0.02647708654459596,Grande-Baja
Argentina,Grande,Media,5816760,TAMA-CALIF,0.15517998392805796,Grande-Media
Argentina,Grande,Alta,4585498,TAMA-CALIF,0.12233227878443359,Grande-Alta
Austria,Mujer,Priv,1884949.0175,SEXO-SECTOR,0.4346014565611024,Mujer-Priv
Austria,Mujer,Pub,131664.9225,SEXO-SECTOR,0.030357196170959385,Mujer-Pub
Austria,Mujer,SD,6856.3,SEXO-SECTOR,0.0015808162125105787,Mujer-SD
Austria,Mujer,Primaria,282421.2425,SEXO-EDUC,0.06511618203716021,Mujer-Primaria
Austria,Mujer,Secundaria,1350261.8825,SEXO-EDUC,0.31132183174468064,Mujer-Secundaria
Austria,Mujer,Terciaria,390787.115,SEXO-EDUC,0.09010145516273148,Mujer-Terciaria
Austria,Mujer,Pequeño,565353.6725,SEXO-TAMA,0.1409428455562513,Mujer-Pequeño
Austria,Mujer,Mediano,604646.065,SEXO-TAMA,0.15073845116923704,Mujer-Mediano
Austria,Mujer,Grande,721655.925,SEXO-TAMA,0.17990904548697112,Mujer-Grande
Austria,Mujer,Baja,214364.465,SEXO-CALIF,0.04977032510054474,Mujer-Baja
Austria,Mujer,Media,961628.7175,SEXO-CALIF,0.22326729337343715,Mujer-Media
Austria,Mujer,Alta,846988.1925,SEXO-CALIF,0.19665049287458988,Mujer-Alta
Austria,Varon,Priv,2162028.415,SEXO-SECTOR,0.4984860012456499,Varon-Priv
Austria,Varon,Pub,150671.7975,SEXO-SECTOR,0.03473949801731412,Varon-Pub
Austria,Varon,SD,1019.3774999999999,SEXO-SECTOR,2.350317924636469e-4,Varon-SD
Austria,Varon,Primaria,265116.3225,SEXO-EDUC,0.06112628980779474,Varon-Primaria
Austria,Varon,Secundaria,1664989.9625,SEXO-EDUC,0.3838868086850605,Varon-Secundaria
Austria,Varon,Terciaria,383613.305,SEXO-EDUC,0.08844743256257243,Varon-Terciaria
Austria,Varon,Pequeño,483498.0875,SEXO-TAMA,0.12053622287782234,Varon-Pequeño
Austria,Varon,Mediano,612476.8575,SEXO-TAMA,0.15269067016346416,Varon-Mediano
Austria,Varon,Grande,1023595.86,SEXO-TAMA,0.255182764746254,Varon-Grande
Austria,Varon,Baja,141467.1275,SEXO-CALIF,0.03284529890117382,Varon-Baja
Austria,Varon,Media,1181604.8575,SEXO-CALIF,0.27434051580404356,Varon-Media
Austria,Varon,Alta,961020.475,SEXO-CALIF,0.22312607394621087,Varon-Alta
Austria,Priv,Primaria,521856.885,SECTOR-EDUC,0.12032143057017175,Priv-Primaria
Austria,Priv,Secundaria,2802738.9375,SECTOR-EDUC,0.6462108063875083,Priv-Secundaria
Austria,Priv,Terciaria,722381.61,SECTOR-EDUC,0.1665552208490722,Priv-Terciaria
Austria,Priv,Pequeño,1008920.4475,SECTOR-TAMA,0.25152417986731385,Priv-Pequeño
Austria,Priv,Mediano,1131152.85,SECTOR-TAMA,0.2819967556469061,Priv-Mediano
Austria,Priv,Grande,1584887.935,SECTOR-TAMA,0.395113052788511,Priv-Grande
Austria,Priv,Baja,324366.9775,SECTOR-CALIF,0.07531028952049529,Priv-Baja
Austria,Priv,Media,2050841.58,SECTOR-CALIF,0.4761565876429885,Priv-Media
Austria,Priv,Alta,1653598.3175000001,SECTOR-CALIF,0.3839261598123962,Priv-Alta
Austria,Pub,Primaria,23867.03,SECTOR-EDUC,0.005502878807589567,Pub-Primaria
Austria,Pub,Secundaria,206827.2825,SECTOR-EDUC,0.04768693338469808,Pub-Secundaria
Austria,Pub,Terciaria,51642.4075,SECTOR-EDUC,0.011906881995985866,Pub-Terciaria
Austria,Pub,Pequeño,33782.2025,SECTOR-TAMA,0.008421913540337896,Pub-Pequeño
Austria,Pub,Mediano,85241.8,SECTOR-TAMA,0.02125080712611248,Pub-Mediano
Austria,Pub,Grande,160121.56,SECTOR-TAMA,0.03991835447271464,Pub-Grande
Austria,Pub,Baja,27619.8625,SECTOR-CALIF,0.006412674488084321,Pub-Baja
Austria,Pub,Media,88824.1325,SECTOR-CALIF,0.020622848807048604,Pub-Media
Austria,Pub,Alta,153947.2875,SECTOR-CALIF,0.03574289492067646,Pub-Alta
Austria,SD,Primaria,1813.65,SECTOR-EDUC,4.181624671936483e-4,SD-Primaria
Austria,SD,Secundaria,5685.625,SECTOR-EDUC,0.0013109006575347428,SD-Secundaria
Austria,SD,Terciaria,376.4025,SECTOR-EDUC,8.678488024583419e-5,SD-Terciaria
Austria,SD,Pequeño,6149.11,SECTOR-TAMA,0.0015329750264218905,SD-Pequeño
Austria,SD,Mediano,728.2725,SECTOR-TAMA,1.8155855968259415e-4,SD-Mediano
Austria,SD,Grande,242.29,SECTOR-TAMA,6.040297199948608e-5,SD-Grande
Austria,SD,Baja,3844.7525,SECTOR-CALIF,8.926599931389381e-4,SD-Baja
Austria,SD,Media,3567.8625,SECTOR-CALIF,8.283727274436195e-4,SD-Media
Austria,SD,Alta,463.0625,SECTOR-CALIF,1.0751208772811763e-4,SD-Alta
Austria,Primaria,Pequeño,159571.0175,EDUC-TAMA,0.03978110405704736,Primaria-Pequeño
Austria,Primaria,Mediano,159118.2425,EDUC-TAMA,0.03966822710939344,Primaria-Mediano
Austria,Primaria,Grande,196323.7425,EDUC-TAMA,0.04894356977614353,Primaria-Grande
Austria,Primaria,Baja,149475.0575,EDUC-CALIF,0.0347045495912656,Primaria-Baja
Austria,Primaria,Media,332960.4825,EDUC-CALIF,0.07730549678399,Primaria-Media
Austria,Primaria,Alta,63205.24,EDUC-CALIF,0.014674751913093219,Primaria-Alta
Austria,Secundaria,Pequeño,752750.575,EDUC-TAMA,0.18766095135714247,Secundaria-Pequeño
Austria,Secundaria,Mediano,866982.4225,EDUC-TAMA,0.21613898629870865,Secundaria-Mediano
Austria,Secundaria,Grande,1174507.495,EDUC-TAMA,0.292805082065589,Secundaria-Grande
Austria,Secundaria,Baja,194482.92,EDUC-CALIF,0.04515430369909134,Secundaria-Baja
Austria,Secundaria,Media,1715128.8,EDUC-CALIF,0.3982120729072665,Secundaria-Media
Austria,Secundaria,Alta,1079314.33,EDUC-CALIF,0.2505910906911583,Secundaria-Alta
Austria,Terciaria,Pequeño,136530.1675,EDUC-TAMA,0.0340370130198838,Terciaria-Pequeño
Austria,Terciaria,Mediano,191022.2575,EDUC-TAMA,0.047621907924599124,Terciaria-Mediano
Austria,Terciaria,Grande,374420.5475,EDUC-TAMA,0.09334315839149263,Terciaria-Grande
Austria,Terciaria,Baja,11873.615,EDUC-CALIF,0.0027567707113616267,Terciaria-Baja
Austria,Terciaria,Media,95144.2925,EDUC-CALIF,0.022090239486224177,Terciaria-Media
Austria,Terciaria,Alta,665489.0975,EDUC-CALIF,0.1545107242165492,Terciaria-Alta
Austria,Pequeño,Baja,85270.5775,TAMA-CALIF,0.02132066605972273,Pequeño-Baja
Austria,Pequeño,Media,635352.835,TAMA-CALIF,0.1588607233853097,Pequeño-Media
Austria,Pequeño,Alta,327847.98,TAMA-CALIF,0.08197361276150213,Pequeño-Alta
Austria,Mediano,Baja,110203.31,TAMA-CALIF,0.027554732711715275,Mediano-Baja
Austria,Mediano,Media,621563.0775,TAMA-CALIF,0.15541279535055405,Mediano-Media
Austria,Mediano,Alta,483739.805,TAMA-CALIF,0.12095209326101247,Mediano-Alta
Austria,Grande,Baja,149985.5775,TAMA-CALIF,0.037501709328193106,Grande-Baja
Austria,Grande,Media,734049.685,TAMA-CALIF,0.18353843334917794,Grande-Media
Austria,Grande,Alta,851420.25,TAMA-CALIF,0.21288523379281254,Grande-Alta
Bolivia,Mujer,Priv,4689665.491822326,SEXO-SECTOR,0.3494044980635851,Mujer-Priv
Bolivia,Mujer,Pub,756032.3155909354,SEXO-SECTOR,0.05632834414512839,Mujer-Pub
Bolivia,Mujer,SD,354185.35313079297,SEXO-SECTOR,0.026388653038886496,Mujer-SD
Bolivia,Mujer,Primaria,2784363.3781305403,SEXO-EDUC,0.19633366107295322,Mujer-Primaria
Bolivia,Mujer,Secundaria,845955.5160300432,SEXO-EDUC,0.0596508145709604,Mujer-Secundaria
Bolivia,Mujer,Terciaria,2667973.674907162,SEXO-EDUC,0.18812668035896934,Mujer-Terciaria
Bolivia,Mujer,Pequeño,5069499.560828244,SEXO-TAMA,0.3482794985754808,Mujer-Pequeño
Bolivia,Mujer,Mediano,918583.6352297585,SEXO-TAMA,0.063107579759844,Mujer-Mediano
Bolivia,Mujer,Grande,354648.5018283612,SEXO-TAMA,0.024364693379546755,Mujer-Grande
Bolivia,Mujer,Baja,785584.1715951636,SEXO-CALIF,0.05270519046795712,Mujer-Baja
Bolivia,Mujer,Media,4580610.089007088,SEXO-CALIF,0.30731516230825606,Mujer-Media
Bolivia,Mujer,Alta,1330028.1717325822,SEXO-CALIF,0.08923217989050695,Mujer-Alta
Bolivia,Varon,Priv,6936089.244763667,SEXO-SECTOR,0.5167747647069701,Varon-Priv
Bolivia,Varon,Pub,668850.195551858,SEXO-SECTOR,0.049832822247992806,Varon-Pub
Bolivia,Varon,SD,17058.107066779554,SEXO-SECTOR,0.001270917797436972,Varon-SD
Bolivia,Varon,Primaria,3214925.7164949635,SEXO-EDUC,0.22669387945363603,Varon-Primaria
Bolivia,Varon,Secundaria,1421962.8336253995,SEXO-EDUC,0.10026678673772461,Varon-Secundaria
Bolivia,Varon,Terciaria,3246612.073655846,SEXO-EDUC,0.22892817780575636,Varon-Terciaria
Bolivia,Varon,Pequeño,6270719.845517522,SEXO-TAMA,0.4308044881549112,Varon-Pequeño
Bolivia,Varon,Mediano,1259189.3413751423,SEXO-TAMA,0.0865075195615709,Varon-Mediano
Bolivia,Varon,Grande,683195.9691366176,SEXO-TAMA,0.04693622056864646,Varon-Grande
Bolivia,Varon,Baja,429645.8077573437,SEXO-CALIF,0.028825127784371334,Varon-Baja
Bolivia,Varon,Media,6174992.438324879,SEXO-CALIF,0.41428298121035023,Varon-Media
Bolivia,Varon,Alta,1604391.8141770244,SEXO-CALIF,0.10763935833855837,Varon-Alta
Bolivia,Priv,Primaria,4888655.301664879,SECTOR-EDUC,0.38426379190815485,Priv-Primaria
Bolivia,Priv,Secundaria,1899443.2250647447,SECTOR-EDUC,0.1493022541247822,Priv-Secundaria
Bolivia,Priv,Terciaria,4190360.0976214977,SECTOR-EDUC,0.3293755769657747,Priv-Terciaria
Bolivia,Priv,Pequeño,9735377.233322475,SECTOR-TAMA,0.745969491644305,Priv-Pequeño
Bolivia,Priv,Mediano,1343115.4017702062,SECTOR-TAMA,0.102915694940793,Priv-Mediano
Bolivia,Priv,Grande,547262.1014933124,SECTOR-TAMA,0.041933745540935395,Priv-Grande
Bolivia,Priv,Baja,715596.0307479402,SECTOR-CALIF,0.053402478095726645,Priv-Baja
Bolivia,Priv,Media,9003227.058329463,SECTOR-CALIF,0.6718799645531384,Priv-Media
Bolivia,Priv,Alta,1906341.903894141,SECTOR-CALIF,0.1422637597070905,Priv-Alta
Bolivia,Pub,Primaria,97726.69644315977,SECTOR-EDUC,0.007681627897372266,Pub-Primaria
Bolivia,Pub,Secundaria,62493.94913902941,SECTOR-EDUC,0.0049122223567901295,Pub-Secundaria
Bolivia,Pub,Terciaria,1238375.8129425896,SECTOR-EDUC,0.09734026154934745,Pub-Terciaria
Bolivia,Pub,Pequeño,108515.57340844942,SECTOR-TAMA,0.008314963579830898,Pub-Pequeño
Bolivia,Pub,Mediano,829774.8778019551,SECTOR-TAMA,0.06358117707595937,Pub-Mediano
Bolivia,Pub,Grande,486592.05993238883,SECTOR-TAMA,0.03728492721817633,Pub-Grande
Bolivia,Pub,Baja,103489.8650811299,SECTOR-CALIF,0.007723093778690098,Pub-Baja
Bolivia,Pub,Media,324933.38601642987,SECTOR-CALIF,0.02424866444714085,Pub-Media
Bolivia,Pub,Alta,975304.2055747485,SECTOR-CALIF,0.07278360867993887,Pub-Alta
Bolivia,SD,Primaria,212172.228086483,SECTOR-EDUC,0.016677409199693013,SD-Primaria
Bolivia,SD,Secundaria,58669.21734169384,SECTOR-EDUC,0.004611586322383012,SD-Secundaria
Bolivia,SD,Terciaria,74237.08045744113,SECTOR-EDUC,0.0058352696757024555,SD-Terciaria
Bolivia,SD,Baja,266804.48329652584,SECTOR-CALIF,0.019910703753055158,SD-Baja
Bolivia,SD,Media,101180.98917000946,SECTOR-CALIF,0.007550790286256682,SD-Media
Bolivia,SD,Alta,3174.9642968333756,SECTOR-CALIF,2.3693669896288273e-4,SD-Alta
Bolivia,Primaria,Pequeño,5290868.947238044,EDUC-TAMA,0.3823789876850233,Primaria-Pequeño
Bolivia,Primaria,Mediano,329503.5419370817,EDUC-TAMA,0.02381371227694146,Primaria-Mediano
Bolivia,Primaria,Grande,166744.37736389553,EDUC-TAMA,0.01205086477370789,Primaria-Grande
Bolivia,Primaria,Baja,703931.1297552591,EDUC-CALIF,0.04971277198041614,Primaria-Baja
Bolivia,Primaria,Media,5127594.074516137,EDUC-CALIF,0.3621191111738147,Primaria-Media
Bolivia,Primaria,Alta,167680.86691990343,EDUC-CALIF,0.011841898092453815,Primaria-Alta
